Size Change Statistics for files repaired with bRepair for each subject. Empty value means untested.
File Name,Format,Original Size,INI Repaired Size,cJSON Repaired Size,SExpParser Repaired Size,TinyC Repaired Size,INI Deletions,INI Insertions,cJSON Deletions,cJSON Insertions,SExpParser Deletions,SExpParser Insertions,TinyC Deletions,TinyC Insertions
/testfiles/json-invalid-mult/7278.json,JSON,255,,258,,,,,1,1,,,,
/testfiles/json-invalid-mult/7364.json,JSON,62785,,0,,,,,59544,1,,,,
/testfiles/json-invalid-mult/7576.json,JSON,498,,503,,,,,2,4,,,,
/testfiles/json-invalid-mult/7616.json,JSON,1152,,1150,,,,,1,1,,,,
/testfiles/json-invalid-mult/7714.json,JSON,311,,310,,,,,0,1,,,,
/testfiles/json-invalid-mult/7753.json,JSON,26637,,26634,,,,,1,2,,,,
/testfiles/json-invalid-mult/7823.json,JSON,1671,,1671,,,,,8,6,,,,
/testfiles/json-invalid-mult/7875.json,JSON,55,,54,,,,,2,3,,,,
/testfiles/json-invalid-mult/8161.json,JSON,20,,25,,,,,2,2,,,,
/testfiles/json-invalid-mult/8216.json,JSON,164,,163,,,,,0,1,,,,
/testfiles/json-invalid-mult/8240.json,JSON,36,,41,,,,,2,6,,,,
/testfiles/json-invalid-mult/8345.json,JSON,63,,64,,,,,3,2,,,,
/testfiles/json-invalid-mult/8396.json,JSON,137,,138,,,,,0,0,,,,
/testfiles/json-invalid-mult/8516.json,JSON,30,,29,,,,,2,5,,,,
/testfiles/json-invalid-mult/8714.json,JSON,191,,193,,,,,0,1,,,,
/testfiles/json-invalid-mult/8772.json,JSON,326,,241,,,,,46,47,,,,
/testfiles/json-invalid-mult/912.json,JSON,115,,114,,,,,0,1,,,,
/testfiles/json-invalid-realworld/108.json,JSON,3,,4,,,,,0,0,,,,
/testfiles/json-invalid-realworld/252.json,JSON,3048,,3066,,,,,26,15,,,,
/testfiles/json-invalid-realworld/253.json,JSON,301,,318,,,,,12,10,,,,
/testfiles/json-invalid-realworld/255.json,JSON,844,,849,,,,,11,12,,,,
/testfiles/json-invalid-realworld/258.json,JSON,140,,137,,,,,5,4,,,,
/testfiles/json-invalid-realworld/259.json,JSON,426,,475,,,,,31,30,,,,
/testfiles/json-invalid-realworld/261.json,JSON,334,,340,,,,,9,11,,,,
/testfiles/json-invalid-realworld/262.json,JSON,17,,0,,,,,3,3,,,,
/testfiles/json-invalid-realworld/263.json,JSON,107,,0,,,,,6,6,,,,
/testfiles/json-invalid-realworld/264.json,JSON,20,,0,,,,,4,4,,,,
/testfiles/json-invalid-realworld/277.json,JSON,3395,,3687,,,,,167,166,,,,
/testfiles/json-invalid-realworld/278.json,JSON,1842,,2093,,,,,136,135,,,,
/testfiles/json-invalid-realworld/279.json,JSON,199,,204,,,,,4,2,,,,
/testfiles/json-invalid-realworld/280.json,JSON,56,,26,,,,,15,15,,,,
/testfiles/json-invalid-realworld/285.json,JSON,3233,,0,,,,,184,193,,,,
/testfiles/json-invalid-realworld/294.json,JSON,20,,0,,,,,4,3,,,,
/testfiles/json-invalid-realworld/383.json,JSON,14,,12,,,,,3,1,,,,
/testfiles/json-invalid-realworld/4960.json,JSON,595,,609,,,,,10,9,,,,
/testfiles/json-invalid-realworld/4992.json,JSON,266,,192,,,,,41,41,,,,
/testfiles/json-invalid-realworld/4995.json,JSON,233,,237,,,,,7,4,,,,
/testfiles/json-invalid-realworld/5110.json,JSON,83,,0,,,,,7,5,,,,
/testfiles/json-invalid-realworld/5132.json,JSON,42,,41,,,,,0,0,,,,
/testfiles/json-invalid-realworld/5147.json,JSON,8,,8,,,,,0,0,,,,
/testfiles/json-invalid-realworld/5779.json,JSON,547,,193,,,,,265,129,,,,
/testfiles/json-invalid-realworld/5783.json,JSON,409,,415,,,,,4,5,,,,
/testfiles/json-invalid-realworld/5785.json,JSON,1025,,1042,,,,,14,12,,,,
/testfiles/json-invalid-realworld/5899.json,JSON,15,,0,,,,,3,5,,,,
/testfiles/json-invalid-realworld/6010.json,JSON,571,,339,,,,,120,122,,,,
/testfiles/json-invalid-realworld/6048.json,JSON,481,,482,,,,,0,0,,,,
/testfiles/json-invalid-realworld/6598.json,JSON,56,,57,,,,,0,0,,,,
/testfiles/json-invalid-realworld/6602.json,JSON,3,,2,,,,,0,0,,,,
/testfiles/json-invalid-realworld/7059.json,JSON,700,,0,,,,,4,3,,,,
/testfiles/json-invalid-realworld/7060.json,JSON,6139,,6151,,,,,19,24,,,,
/testfiles/json-invalid-realworld/7078.json,JSON,20,,19,,,,,2,1,,,,
/testfiles/json-invalid-realworld/7080.json,JSON,18,,17,,,,,2,1,,,,
/testfiles/json-invalid-realworld/7087.json,JSON,24,,14,,,,,5,7,,,,
/testfiles/json-invalid-realworld/7088.json,JSON,33,,23,,,,,5,7,,,,
/testfiles/json-invalid-realworld/7089.json,JSON,63,,66,,,,,3,1,,,,
/testfiles/json-invalid-realworld/7090.json,JSON,63,,66,,,,,1,1,,,,
/testfiles/json-invalid-realworld/7609.json,JSON,904,,908,,,,,8,8,,,,
/testfiles/json-invalid-realworld/7681.json,JSON,498,,506,,,,,3,6,,,,
/testfiles/json-invalid-realworld/7838.json,JSON,304,,0,,,,,3,3,,,,
/testfiles/json-invalid-realworld/7845.json,JSON,298,,300,,,,,0,1,,,,
/testfiles/json-invalid-realworld/7847.json,JSON,363,,0,,,,,4,4,,,,
/testfiles/json-invalid-realworld/7870.json,JSON,95,,28,,,,,35,34,,,,
/testfiles/json-invalid-realworld/7871.json,JSON,228,,28,,,,,100,102,,,,
/testfiles/json-invalid-realworld/7876.json,JSON,753,,229,,,,,496,163,,,,
/testfiles/json-invalid-realworld/7894.json,JSON,76,,0,,,,,4,4,,,,
/testfiles/json-invalid-realworld/7895.json,JSON,143,,0,,,,,4,4,,,,
/testfiles/json-invalid-realworld/7896.json,JSON,374,,238,,,,,78,82,,,,
/testfiles/json-invalid-realworld/7916.json,JSON,272,,190,,,,,49,51,,,,
/testfiles/json-invalid-realworld/7917.json,JSON,272,,190,,,,,49,51,,,,
/testfiles/json-invalid-realworld/7920.json,JSON,34,,40,,,,,2,3,,,,
/testfiles/json-invalid-realworld/7921.json,JSON,50,,0,,,,,4,4,,,,
/testfiles/json-invalid-realworld/7923.json,JSON,129,,0,,,,,4,4,,,,
/testfiles/json-invalid-realworld/7926.json,JSON,339,,352,,,,,8,6,,,,
/testfiles/json-invalid-realworld/80.json,JSON,31,,44,,,,,7,7,,,,
/testfiles/json-invalid-realworld/94.json,JSON,106,,0,,,,,6,5,,,,
/testfiles/json-invalid-single/1116.json,JSON,24,,24,,,,,2,2,,,,
/testfiles/json-invalid-single/2014.json,JSON,1168,,1169,,,,,0,0,,,,
/testfiles/json-invalid-single/2092.json,JSON,46,,47,,,,,0,0,,,,
/testfiles/json-invalid-single/2108.json,JSON,59,,60,,,,,0,0,,,,
/testfiles/json-invalid-single/2322.json,JSON,1252,,1252,,,,,1,0,,,,
/testfiles/json-invalid-single/2355.json,JSON,868,,867,,,,,0,1,,,,
/testfiles/json-invalid-single/2371.json,JSON,22,,23,,,,,1,0,,,,
/testfiles/json-invalid-single/2466.json,JSON,1563,,1562,,,,,0,1,,,,
/testfiles/json-invalid-single/2662.json,JSON,1675,,1676,,,,,0,0,,,,
/testfiles/json-invalid-single/2891.json,JSON,1106,,1107,,,,,0,0,,,,
/testfiles/json-invalid-single/3660.json,JSON,58,,57,,,,,0,1,,,,
/testfiles/json-invalid-single/3788.json,JSON,41,,8,,,,,16,17,,,,
/testfiles/json-invalid-single/3790.json,JSON,41,,0,,,,,13,13,,,,
/testfiles/json-invalid-single/4114.json,JSON,1587,,1586,,,,,0,1,,,,
/testfiles/json-invalid-single/4310.json,JSON,1028,,1027,,,,,0,1,,,,
/testfiles/json-invalid-single/4350.json,JSON,1957,,1956,,,,,0,1,,,,
/testfiles/json-invalid-single/4470.json,JSON,1058,,1057,,,,,0,1,,,,
/testfiles/json-invalid-single/4569.json,JSON,4488,,4488,,,,,2,2,,,,
/testfiles/json-invalid-single/4838.json,JSON,73,,74,,,,,0,0,,,,
/testfiles/json-invalid-single/5063.json,JSON,34,,35,,,,,0,2,,,,
/testfiles/json-invalid-single/5096.json,JSON,178,,177,,,,,0,1,,,,
/testfiles/json-invalid-single/5200.json,JSON,377,,376,,,,,0,1,,,,
/testfiles/json-invalid-single/5206.json,JSON,187,,187,,,,,1,0,,,,
/testfiles/json-invalid-single/5851.json,JSON,228,,229,,,,,0,0,,,,
/testfiles/json-invalid-single/6188.json,JSON,1319,,1320,,,,,0,0,,,,
/testfiles/json-invalid-single/6234.json,JSON,368,,377,,,,,1,3,,,,
/testfiles/json-invalid-single/6241.json,JSON,245,,248,,,,,1,3,,,,
/testfiles/json-invalid-single/6491.json,JSON,1479,,1478,,,,,0,1,,,,
/testfiles/json-invalid-single/6542.json,JSON,1514,,1515,,,,,1,0,,,,
/testfiles/json-invalid-single/6643.json,JSON,1638,,1638,,,,,1,0,,,,
/testfiles/json-invalid-single/6831.json,JSON,917,,916,,,,,0,1,,,,
/testfiles/json-invalid-single/6964.json,JSON,28,,27,,,,,0,1,,,,
/testfiles/json-invalid-single/7021.json,JSON,12,,3,,,,,4,5,,,,
/testfiles/json-invalid-single/7278.json,JSON,261,,260,,,,,0,1,,,,
/testfiles/json-invalid-single/7364.json,JSON,62782,,0,,,,,59535,1,,,,
/testfiles/json-invalid-single/7576.json,JSON,499,,498,,,,,0,1,,,,
/testfiles/json-invalid-single/7616.json,JSON,1136,,0,,,,,159,10,,,,
/testfiles/json-invalid-single/7714.json,JSON,312,,311,,,,,0,1,,,,
/testfiles/json-invalid-single/7753.json,JSON,26629,,26630,,,,,0,0,,,,
/testfiles/json-invalid-single/7823.json,JSON,1665,,1667,,,,,0,1,,,,
/testfiles/json-invalid-single/7875.json,JSON,54,,53,,,,,0,1,,,,
/testfiles/json-invalid-single/8161.json,JSON,16,,15,,,,,0,1,,,,
/testfiles/json-invalid-single/8216.json,JSON,154,,154,,,,,1,0,,,,
/testfiles/json-invalid-single/8240.json,JSON,36,,35,,,,,0,1,,,,
/testfiles/json-invalid-single/8345.json,JSON,63,,62,,,,,0,1,,,,
/testfiles/json-invalid-single/8396.json,JSON,137,,137,,,,,0,0,,,,
/testfiles/json-invalid-single/8516.json,JSON,31,,30,,,,,0,1,,,,
/testfiles/json-invalid-single/8714.json,JSON,196,,198,,,,,0,1,,,,
/testfiles/json-invalid-single/8772.json,JSON,335,,334,,,,,0,1,,,,
/testfiles/json-invalid-single/912.json,JSON,113,,114,,,,,0,0,,,,
/testfiles/json-invalid/05c5423fab3b4cefa172895d72c0864b.json,JSON,1679,,78,,,,,1675,171,,,,
/testfiles/json-invalid/0ad381f851dc4a5b8ca37f68563d3ddb.json,JSON,755,,0,,,,,42,39,,,,
/testfiles/json-invalid/0d1978082ea9446c8b3d9497830077f3.json,JSON,637,,103,,,,,273,269,,,,
/testfiles/json-invalid/15729d985aee4af4b5eaf47f79f0c39b.json,JSON,1110,,1003,,,,,65,62,,,,
/testfiles/json-invalid/185306e9354a4603a7c66d428c2cec22.json,JSON,28666,,0,,,,,23450,287,,,,
/testfiles/json-invalid/1915a66f7b3f421fa137b115a7a2e485.json,JSON,7068,,0,,,,,241,241,,,,
/testfiles/json-invalid/1a83276712c344c195dbf797fe633a90.json,JSON,460,,166,,,,,161,157,,,,
/testfiles/json-invalid/1f1a4a870c35432a95329a297ea4a6be.json,JSON,869,,0,,,,,45,44,,,,
/testfiles/json-invalid/1f6ee006ac7d4ddcb1c3962cac2fab62.json,JSON,18820,,0,,,,,13797,251,,,,
/testfiles/json-invalid/203201388ba04f3a82d8fae1206c5856.json,JSON,15284,,0,,,,,8489,269,,,,
/testfiles/json-invalid/2698588bb7fa404cac3eda185e8fa34c.json,JSON,813,,0,,,,,42,46,,,,
/testfiles/json-invalid/3739ea9cc59c4356b48097c314bc8380.json,JSON,3316,,2748,,,,,880,108,,,,
/testfiles/json-invalid/38c1d168871b403da7975e1df1394228.json,JSON,8273,,0,,,,,288,287,,,,
/testfiles/json-invalid/3ab2fd46c83c4fc8b4ad2bdb7b511d12.json,JSON,588,,107,,,,,330,191,,,,
/testfiles/json-invalid/53f2eb7084944f88ab9830304dfa5dda.json,JSON,17010,,0,,,,,9788,287,,,,
/testfiles/json-invalid/56e28056676d48a4b00c4e1de4d4bd8c.json,JSON,18116,,0,,,,,11406,281,,,,
/testfiles/json-invalid/5f888436264b4c499cb29f8d9955d55b.json,JSON,1043,,0,,,,,48,50,,,,
/testfiles/json-invalid/61ed50ddb083489a855ffc9ecadbc352.json,JSON,200,,205,,,,,4,2,,,,
/testfiles/json-invalid/6867d84b9c4b401c905ca1ede8fb9af7.json,JSON,3443,,1011,,,,,3130,114,,,,
/testfiles/json-invalid/6b45ba718b12476987b3edf544f60d06.json,JSON,594,,0,,,,,38,37,,,,
/testfiles/json-invalid/6d9791c71f0340f391590e886ebb638f.json,JSON,367,,0,,,,,2,4,,,,
/testfiles/json-invalid/7d30ab656b174d16a3ab3ac4342b3f3a.json,JSON,456,,297,,,,,89,88,,,,
/testfiles/json-invalid/84608521a9914df9b403ab834bdb4694.json,JSON,267,,276,,,,,11,16,,,,
/testfiles/json-invalid/9242fce6d78a4643acfbb2842e939dbc.json,JSON,716,,109,,,,,459,204,,,,
/testfiles/json-invalid/92656939419d4eda895cefd3fe06d89a.json,JSON,1119,,0,,,,,55,48,,,,
/testfiles/json-invalid/95b73c569a3d4716b9e3f77e3f97df7f.json,JSON,16014,,0,,,,,9950,259,,,,
/testfiles/json-invalid/96eb4f15761c4388b9420f9767dd8c38.json,JSON,16449,,125,,,,,18489,170,,,,
/testfiles/json-invalid/9b4ff081b2094681b07fb3c5bf077240.json,JSON,3365,,126,,,,,3455,216,,,,
/testfiles/json-invalid/9dec0218e69249fc8f1c4e66dc52f1b0.json,JSON,18153,,104,,,,,20390,200,,,,
/testfiles/json-invalid/a6e0de598b3042ec8b04e53efcdf02b3.json,JSON,3547,,0,,,,,149,151,,,,
/testfiles/json-invalid/a6f68c2b16bf4a21986464044d63ffff.json,JSON,745,,0,,,,,40,39,,,,
/testfiles/json-invalid/a8cc6e1a2bf14162adebb60eaba69f1a.json,JSON,115,,119,,,,,3,4,,,,
/testfiles/json-invalid/b19f9eeb8b244d33ae8073e1a93a1542.json,JSON,3251,,1188,,,,,2770,120,,,,
/testfiles/json-invalid/ba4cc7560f1e43a7afce7e4097d52f9c.json,JSON,1859,,0,,,,,73,77,,,,
/testfiles/json-invalid/c90cab3fce264d94993812810e39a637.json,JSON,585,,605,,,,,32,36,,,,
/testfiles/json-invalid/d2ea175b45434181bf2210c7d733d95a.json,JSON,517,,536,,,,,20,13,,,,
/testfiles/json-invalid/d74c52db33dc44cca6e10f272faa9685.json,JSON,3445,,1011,,,,,3126,115,,,,
/testfiles/json-invalid/da69bd52774942b2b0920ad9df3ec62d.json,JSON,631,,0,,,,,37,36,,,,
/testfiles/json-invalid/e21ec486c2e34b1fa1aeb484b6b9ba23.json,JSON,700,,104,,,,,447,204,,,,
/testfiles/json-invalid/e49ddfd8c7bc4f879c241d331079f643.json,JSON,592,,0,,,,,36,40,,,,
/testfiles/json-invalid/eaf9da6827624972b7196bc21d76244a.json,JSON,3341,,0,,,,,2918,42,,,,
/testfiles/json-invalid/eb811321c44e443e9b11fed094168c47.json,JSON,1157,,0,,,,,55,54,,,,
/testfiles/json-invalid/f5efbed65659481990d9fb3efe250ad6.json,JSON,18518,,120,,,,,20779,214,,,,
/testfiles/json-invalid/f89c141603ab494cb8fbb94d4bf16a48.json,JSON,3646,,0,,,,,130,132,,,,
/testfiles/json-invalid/f8f0e3fd5d5342aea6b437ea5daef277.json,JSON,2116,,0,,,,,2820,4,,,,
/testfiles/json-invalid/fa60e54637ee4f53a8c9187ffebede9d.json,JSON,723,,110,,,,,469,201,,,,
/testfiles/json-invalid/fecc78a16cb44d0b9a1c8b722435d02b.json,JSON,128,,0,,,,,6,4,,,,
/testfiles/json-invalid/ff576e71131a4e2f81091eae0243def9.json,JSON,8278,,233,,,,,9964,121,,,,
/testfiles/json-invalid/ffb4e4616568420f9442357e21f0a958.json,JSON,32,,0,,,,,4,3,,,,
/testfiles/sexp-invalid-mult/0070c87bc7654c53afd2b0fbde6566e7.lisp,SExp,286,,,287,,,,,,0,0,,
/testfiles/sexp-invalid-mult/008083ae0559438ea8c922310dde9ecc.lisp,SExp,282,,,283,,,,,,1,0,,
/testfiles/sexp-invalid-mult/01e11bc5f55348ce8fde032be8b26672.lisp,SExp,38,,,39,,,,,,1,0,,
/testfiles/sexp-invalid-mult/01e9585e8ed14a7f9ff64b8753abaef8.lisp,SExp,72,,,73,,,,,,1,0,,
/testfiles/sexp-invalid-mult/0203059e1b32433da3a3573239f467a7.lisp,SExp,47,,,0,,,,,,19,18,,
/testfiles/sexp-invalid-mult/02f0bc50c3564ed3b2176313904760d8.lisp,SExp,39,,,38,,,,,,0,1,,
/testfiles/sexp-invalid-mult/030aa5dfde994218af150b852419b2aa.lisp,SExp,98,,,125,,,,,,14,14,,
/testfiles/sexp-invalid-mult/03a81a26667345058cd3b11eb34f90c2.lisp,SExp,107,,,109,,,,,,0,1,,
/testfiles/sexp-invalid-mult/03d5563b4f6e4735bed326bb3e56488c.lisp,SExp,35,,,69,,,,,,18,17,,
/testfiles/sexp-invalid-mult/04111f5523534f1aa05b3542a66b4db7.lisp,SExp,37,,,38,,,,,,0,0,,
/testfiles/sexp-invalid-mult/0424d987e4df4cbfa327ad35cb3eedb3.lisp,SExp,402,,,403,,,,,,1,0,,
/testfiles/sexp-invalid-mult/049292e9a3c244c48d1f19e410eab767.lisp,SExp,1315,,,1316,,,,,,0,2,,
/testfiles/sexp-invalid-mult/04a6533e7f0046129820d3e77f412f49.lisp,SExp,244,,,245,,,,,,0,0,,
/testfiles/sexp-invalid-mult/04eaa8b211e44621998759b4d586d2c3.lisp,SExp,129,,,130,,,,,,0,0,,
/testfiles/sexp-invalid-mult/04f0e02d71be490faf99beba44b8a23e.lisp,SExp,13,,,14,,,,,,0,0,,
/testfiles/sexp-invalid-mult/05637b6be3cf463ea80b0d023a668015.lisp,SExp,56,,,57,,,,,,0,0,,
/testfiles/sexp-invalid-mult/05a0188ca0274ce5a92b6e7319940537.lisp,SExp,332,,,334,,,,,,0,1,,
/testfiles/sexp-invalid-mult/05a37ed9483d427e99a48e6eb3d5b487.lisp,SExp,953,,,954,,,,,,0,0,,
/testfiles/sexp-invalid-mult/061cccf1fbad40c8a16f550b4793af72.lisp,SExp,30,,,29,,,,,,0,1,,
/testfiles/sexp-invalid-mult/06904a68dd4c4c068ff7ef7fca52ca28.lisp,SExp,46,,,45,,,,,,0,1,,
/testfiles/sexp-invalid-mult/069ca063d61d42a7adfa190e22d740aa.lisp,SExp,39,,,40,,,,,,1,0,,
/testfiles/sexp-invalid-mult/06b600297a4f4676ba93622ed77049ea.lisp,SExp,284,,,285,,,,,,0,2,,
/testfiles/sexp-invalid-mult/06bed6114877426ba58bfb4faac5c678.lisp,SExp,49,,,50,,,,,,0,0,,
/testfiles/sexp-invalid-mult/06c69f7afe84404a9eef9938583eaf43.lisp,SExp,145,,,161,,,,,,8,8,,
/testfiles/sexp-invalid-mult/06dcb2d6bdff40fca94dc79c9848f623.lisp,SExp,60,,,61,,,,,,0,0,,
/testfiles/sexp-invalid-mult/0716bab024024f2cbb937b79c295a07f.lisp,SExp,339,,,338,,,,,,0,1,,
/testfiles/sexp-invalid-mult/0758fe85bf75456e9e2b80485ab00d5d.lisp,SExp,211,,,212,,,,,,0,0,,
/testfiles/sexp-invalid-mult/07715f4e764c419db75e06828628fa74.lisp,SExp,37,,,38,,,,,,1,0,,
/testfiles/sexp-invalid-mult/084f1d849cdd4e29a1bf961a4c50b95d.lisp,SExp,1497,,,1498,,,,,,0,0,,
/testfiles/sexp-invalid-mult/085591729ad9482a9a7d0ba5c6903376.lisp,SExp,147,,,0,,,,,,19,18,,
/testfiles/sexp-invalid-mult/08d73f8da6b04c01ba832d06b0df05a0.lisp,SExp,121,,,123,,,,,,0,1,,
/testfiles/sexp-invalid-mult/08e5c2804efc4459a5088161ee7f5457.lisp,SExp,54,,,55,,,,,,0,0,,
/testfiles/sexp-invalid-mult/08eab81d2d63423d90ab24e7b10464d2.lisp,SExp,471,,,470,,,,,,0,1,,
/testfiles/sexp-invalid-mult/095dacec0c6b456ba43dad2cb6e59f82.lisp,SExp,24,,,25,,,,,,0,0,,
/testfiles/sexp-invalid-mult/09a46e29587c4621a89bb18be4fc072e.lisp,SExp,22,,,23,,,,,,1,0,,
/testfiles/sexp-invalid-mult/09d9ec0f8f64452680457530acc44626.lisp,SExp,168,,,169,,,,,,1,0,,
/testfiles/sexp-invalid-mult/0a2bfc94e30a430db07b3874676003aa.lisp,SExp,388,,,389,,,,,,1,0,,
/testfiles/sexp-invalid-mult/0a657c248bab48bfb5804042d8d6ef29.lisp,SExp,246,,,260,,,,,,7,7,,
/testfiles/sexp-invalid-mult/0aa56bb3e14d4443b1383029dd1bd44b.lisp,SExp,103,,,121,,,,,,9,9,,
/testfiles/sexp-invalid-mult/0ab1336013864dd79e125879a26bc16b.lisp,SExp,1746,,,1745,,,,,,1,1,,
/testfiles/sexp-invalid-mult/0af54540b2b94159ba1dc4f59dd5b97d.lisp,SExp,711,,,712,,,,,,0,0,,
/testfiles/sexp-invalid-mult/0b0cdb500783415cb1cdcc9390415d58.lisp,SExp,64,,,66,,,,,,0,1,,
/testfiles/sexp-invalid-mult/0b0d3e38fd14408cb9b6a2736871aa22.lisp,SExp,38,,,39,,,,,,1,0,,
/testfiles/sexp-invalid-mult/0b773e43be8f4904a1168406f6ef1353.lisp,SExp,153,,,0,,,,,,19,18,,
/testfiles/sexp-invalid-mult/0bbc8c884d704217b029d84d4668b5da.lisp,SExp,34,,,35,,,,,,0,0,,
/testfiles/sexp-invalid-mult/0c38002778474475b951196e21fb1a66.lisp,SExp,184,,,0,,,,,,9,10,,
/testfiles/sexp-invalid-mult/0c3d884bbeb4464ba4192b5a53461ee4.lisp,SExp,139,,,140,,,,,,0,0,,
/testfiles/sexp-invalid-mult/0c7b228f860a4b72b9830995320cb947.lisp,SExp,554,,,555,,,,,,0,0,,
/testfiles/sexp-invalid-mult/0d20b074b5ca4beda67afa507f3e8848.lisp,SExp,374,,,374,,,,,,1,0,,
/testfiles/sexp-invalid-mult/0ddb12b4f00046d9b7bc7aa35d5d2de2.lisp,SExp,14,,,15,,,,,,1,0,,
/testfiles/sexp-invalid-single/0070c87bc7654c53afd2b0fbde6566e7.lisp,SExp,274,,,273,,,,,,0,1,,
/testfiles/sexp-invalid-single/008083ae0559438ea8c922310dde9ecc.lisp,SExp,281,,,282,,,,,,1,0,,
/testfiles/sexp-invalid-single/01e11bc5f55348ce8fde032be8b26672.lisp,SExp,32,,,33,,,,,,0,0,,
/testfiles/sexp-invalid-single/01e9585e8ed14a7f9ff64b8753abaef8.lisp,SExp,71,,,72,,,,,,1,0,,
/testfiles/sexp-invalid-single/0203059e1b32433da3a3573239f467a7.lisp,SExp,56,,,55,,,,,,0,1,,
/testfiles/sexp-invalid-single/02f0bc50c3564ed3b2176313904760d8.lisp,SExp,25,,,24,,,,,,0,1,,
/testfiles/sexp-invalid-single/030aa5dfde994218af150b852419b2aa.lisp,SExp,108,,,107,,,,,,0,1,,
/testfiles/sexp-invalid-single/03a81a26667345058cd3b11eb34f90c2.lisp,SExp,109,,,108,,,,,,0,1,,
/testfiles/sexp-invalid-single/03d5563b4f6e4735bed326bb3e56488c.lisp,SExp,41,,,42,,,,,,1,0,,
/testfiles/sexp-invalid-single/04111f5523534f1aa05b3542a66b4db7.lisp,SExp,37,,,38,,,,,,1,0,,
/testfiles/sexp-invalid-single/0424d987e4df4cbfa327ad35cb3eedb3.lisp,SExp,398,,,397,,,,,,0,1,,
/testfiles/sexp-invalid-single/049292e9a3c244c48d1f19e410eab767.lisp,SExp,1315,,,1314,,,,,,0,1,,
/testfiles/sexp-invalid-single/04a6533e7f0046129820d3e77f412f49.lisp,SExp,249,,,250,,,,,,0,0,,
/testfiles/sexp-invalid-single/04eaa8b211e44621998759b4d586d2c3.lisp,SExp,137,,,136,,,,,,0,1,,
/testfiles/sexp-invalid-single/04f0e02d71be490faf99beba44b8a23e.lisp,SExp,18,,,17,,,,,,0,1,,
/testfiles/sexp-invalid-single/05637b6be3cf463ea80b0d023a668015.lisp,SExp,54,,,55,,,,,,1,0,,
/testfiles/sexp-invalid-single/05a0188ca0274ce5a92b6e7319940537.lisp,SExp,329,,,330,,,,,,1,0,,
/testfiles/sexp-invalid-single/05a37ed9483d427e99a48e6eb3d5b487.lisp,SExp,952,,,951,,,,,,0,1,,
/testfiles/sexp-invalid-single/061cccf1fbad40c8a16f550b4793af72.lisp,SExp,16,,,18,,,,,,0,1,,
/testfiles/sexp-invalid-single/06904a68dd4c4c068ff7ef7fca52ca28.lisp,SExp,55,,,54,,,,,,0,1,,
/testfiles/sexp-invalid-single/069ca063d61d42a7adfa190e22d740aa.lisp,SExp,39,,,40,,,,,,1,0,,
/testfiles/sexp-invalid-single/06b600297a4f4676ba93622ed77049ea.lisp,SExp,282,,,283,,,,,,1,0,,
/testfiles/sexp-invalid-single/06bed6114877426ba58bfb4faac5c678.lisp,SExp,42,,,42,,,,,,0,0,,
/testfiles/sexp-invalid-single/06c69f7afe84404a9eef9938583eaf43.lisp,SExp,144,,,145,,,,,,1,0,,
/testfiles/sexp-invalid-single/06dcb2d6bdff40fca94dc79c9848f623.lisp,SExp,69,,,70,,,,,,1,0,,
/testfiles/sexp-invalid-single/0716bab024024f2cbb937b79c295a07f.lisp,SExp,346,,,347,,,,,,1,0,,
/testfiles/sexp-invalid-single/0758fe85bf75456e9e2b80485ab00d5d.lisp,SExp,211,,,212,,,,,,1,0,,
/testfiles/sexp-invalid-single/07715f4e764c419db75e06828628fa74.lisp,SExp,24,,,25,,,,,,1,0,,
/testfiles/sexp-invalid-single/084f1d849cdd4e29a1bf961a4c50b95d.lisp,SExp,1491,,,1490,,,,,,0,1,,
/testfiles/sexp-invalid-single/085591729ad9482a9a7d0ba5c6903376.lisp,SExp,140,,,141,,,,,,1,0,,
/testfiles/sexp-invalid-single/08d73f8da6b04c01ba832d06b0df05a0.lisp,SExp,120,,,121,,,,,,0,0,,
/testfiles/sexp-invalid-single/08e5c2804efc4459a5088161ee7f5457.lisp,SExp,55,,,56,,,,,,0,0,,
/testfiles/sexp-invalid-single/08eab81d2d63423d90ab24e7b10464d2.lisp,SExp,482,,,505,,,,,,12,12,,
/testfiles/sexp-invalid-single/095dacec0c6b456ba43dad2cb6e59f82.lisp,SExp,13,,,14,,,,,,0,0,,
/testfiles/sexp-invalid-single/09a46e29587c4621a89bb18be4fc072e.lisp,SExp,21,,,22,,,,,,1,0,,
/testfiles/sexp-invalid-single/09d9ec0f8f64452680457530acc44626.lisp,SExp,173,,,172,,,,,,0,1,,
/testfiles/sexp-invalid-single/0a2bfc94e30a430db07b3874676003aa.lisp,SExp,398,,,397,,,,,,0,1,,
/testfiles/sexp-invalid-single/0a657c248bab48bfb5804042d8d6ef29.lisp,SExp,249,,,250,,,,,,1,0,,
/testfiles/sexp-invalid-single/0aa56bb3e14d4443b1383029dd1bd44b.lisp,SExp,104,,,105,,,,,,0,0,,
/testfiles/sexp-invalid-single/0ab1336013864dd79e125879a26bc16b.lisp,SExp,1751,,,1752,,,,,,1,0,,
/testfiles/sexp-invalid-single/0af54540b2b94159ba1dc4f59dd5b97d.lisp,SExp,717,,,718,,,,,,1,0,,
/testfiles/sexp-invalid-single/0b0cdb500783415cb1cdcc9390415d58.lisp,SExp,71,,,72,,,,,,1,0,,
